meter_id,timestamp,location_city,location_district,location_gps,measurements_voltage_v,measurements_current_a,measurements_active_power_kw,measurements_power_factor,measurements_frequency_hz,measurements_total_energy_kwh,status_code,status_message,status_battery_level
LCL-003,2012-01-02 16:00:00,London,Greenwich,"51.482,0.007",230.0,1.005,0.2113,0.95,50.02,1167.348,0,OK,100
LCL-004,2012-01-02 16:00:00,London,Hackney,"51.545,-0.055",230.0,2.11,0.4445,0.95,50.0,2477.194,0,OK,100
LCL-005,2012-01-02 16:00:00,London,Islington,"51.538,-0.103",230.0,1.993,0.4425,0.95,50.0,1510.823,0,OK,100
LCL-006,2012-01-02 16:00:00,London,Chelsea,"51.487,-0.168",230.0,2.347,0.5357,0.95,50.0,2671.824,0,OK,100
LCL-007,2012-01-02 16:00:00,London,Kensington,"51.501,-0.193",230.0,2.361,0.5232,0.95,49.99,1882.78,0,OK,100
LCL-008,2012-01-02 16:00:00,London,Hammersmith,"51.492,-0.223",230.0,2.767,0.5969,0.95,49.99,3274.351,0,OK,100
LCL-009,2012-01-02 16:00:00,London,Fulham,"51.478,-0.196",230.0,2.092,0.4456,0.95,49.99,2335.949,0,OK,100
LCL-010,2012-01-02 16:00:00,London,Brixton,"51.462,-0.116",230.0,1.958,0.41,0.95,50.02,1798.768,0,OK,100
LCL-001,2012-01-02 16:30:00,London,Camden,"51.536,-0.142",230.0,1.7,0.3669,0.95,49.99,3780.682,0,OK,100
LCL-002,2012-01-02 16:30:00,London,Westminster,"51.497,-0.135",230.0,1.8,0.3986,0.95,49.99,4119.648,0,OK,100
LCL-003,2012-01-02 16:30:00,London,Greenwich,"51.482,0.007",230.0,2.382,0.5442,0.95,50.0,1167.62,0,OK,100
LCL-004,2012-01-02 16:30:00,London,Hackney,"51.545,-0.055",230.0,2.416,0.5088,0.95,49.99,2477.449,0,OK,100
LCL-005,2012-01-02 16:30:00,London,Islington,"51.538,-0.103",230.0,2.472,0.5528,0.95,49.99,1511.1,0,OK,100
LCL-006,2012-01-02 16:30:00,London,Chelsea,"51.487,-0.168",230.0,2.173,0.4817,0.95,50.0,2672.064,0,OK,100
LCL-007,2012-01-02 16:30:00,London,Kensington,"51.501,-0.193",230.0,1.727,0.3732,0.95,49.98,1882.966,0,OK,100
LCL-008,2012-01-02 16:30:00,London,Hammersmith,"51.492,-0.223",230.0,1.561,0.3449,0.95,49.99,3274.523,0,OK,100
LCL-009,2012-01-02 16:30:00,London,Fulham,"51.478,-0.196",230.0,1.637,0.3604,0.95,50.0,2336.13,0,OK,100
LCL-010,2012-01-02 16:30:00,London,Brixton,"51.462,-0.116",230.0,2.964,0.6331,0.95,50.0,1799.084,0,OK,100
LCL-001,2012-01-02 17:00:00,London,Camden,"51.536,-0.142",230.0,5.355,1.2208,0.95,50.02,3781.292,0,OK,100
LCL-002,2012-01-02 17:00:00,London,Westminster,"51.497,-0.135",230.0,5.959,1.27,0.95,50.0,4120.283,0,OK,100
LCL-003,2012-01-02 17:00:00,London,Greenwich,"51.482,0.007",230.0,7.389,1.605,0.95,49.99,1168.423,0,OK,100
LCL-004,2012-01-02 17:00:00,London,Hackney,"51.545,-0.055",230.0,6.625,1.4892,0.95,50.0,2478.193,0,OK,100
LCL-005,2012-01-02 17:00:00,London,Islington,"51.538,-0.103",230.0,6.045,1.3155,0.95,50.02,1511.757,0,OK,100
LCL-006,2012-01-02 17:00:00,London,Chelsea,"51.487,-0.168",230.0,7.784,1.7257,0.95,49.99,2672.927,0,OK,100
LCL-007,2012-01-02 17:00:00,London,Kensington,"51.501,-0.193",230.0,3.789,0.8002,0.95,49.98,1883.366,0,OK,100
LCL-008,2012-01-02 17:00:00,London,Hammersmith,"51.492,-0.223",230.0,6.428,1.372,0.95,50.01,3275.209,0,OK,100
LCL-009,2012-01-02 17:00:00,London,Fulham,"51.478,-0.196",230.0,3.49,0.7996,0.95,50.01,2336.529,0,OK,100
LCL-010,2012-01-02 17:00:00,London,Brixton,"51.462,-0.116",230.0,3.484,0.7628,0.95,49.99,1799.466,0,OK,100
LCL-001,2012-01-02 17:30:00,London,Camden,"51.536,-0.142",230.0,4.235,0.9359,0.95,49.99,3781.76,0,OK,100
LCL-002,2012-01-02 17:30:00,London,Westminster,"51.497,-0.135",230.0,7.18,1.5765,0.95,50.0,4121.071,0,OK,100
LCL-003,2012-01-02 17:30:00,London,Greenwich,"51.482,0.007",230.0,5.52,1.182,0.95,50.01,1169.014,0,OK,100
LCL-004,2012-01-02 17:30:00,London,Hackney,"51.545,-0.055",230.0,4.397,0.9139,0.95,50.0,2478.65,0,OK,100
LCL-005,2012-01-02 17:30:00,London,Islington,"51.538,-0.103",230.0,7.165,1.6086,0.95,50.0,1512.562,0,OK,100
LCL-006,2012-01-02 17:30:00,London,Chelsea,"51.487,-0.168",230.0,3.64,0.8204,0.95,50.0,2673.338,0,OK,100
LCL-007,2012-01-02 17:30:00,London,Kensington,"51.501,-0.193",230.0,7.136,1.5193,0.95,49.99,1884.126,0,OK,100
LCL-008,2012-01-02 17:30:00,London,Hammersmith,"51.492,-0.223",230.0,3.191,0.6764,0.95,50.01,3275.548,0,OK,100
LCL-009,2012-01-02 17:30:00,London,Fulham,"51.478,-0.196",230.0,3.658,0.8337,0.95,50.02,2336.946,0,OK,100
LCL-010,2012-01-02 17:30:00,London,Brixton,"51.462,-0.116",230.0,6.566,1.425,0.95,50.01,1800.178,0,OK,100
LCL-001,2012-01-02 18:00:00,London,Camden,"51.536,-0.142",230.0,8.343,1.7737,0.95,50.0,3782.647,0,OK,100
LCL-002,2012-01-02 18:00:00,London,Westminster,"51.497,-0.135",230.0,4.903,1.072,0.95,49.99,4121.607,0,OK,100
LCL-003,2012-01-02 18:00:00,London,Greenwich,"51.482,0.007",230.0,6.747,1.4226,0.95,50.01,1169.725,0,OK,100
LCL-004,2012-01-02 18:00:00,London,Hackney,"51.545,-0.055",230.0,6.279,1.3733,0.95,50.0,2479.337,0,OK,100
LCL-005,2012-01-02 18:00:00,London,Islington,"51.538,-0.103",230.0,4.903,1.0739,0.95,50.01,1513.099,0,OK,100
LCL-006,2012-01-02 18:00:00,London,Chelsea,"51.487,-0.168",230.0,3.886,0.8128,0.95,49.99,2673.744,0,OK,100
LCL-007,2012-01-02 18:00:00,London,Kensington,"51.501,-0.193",230.0,5.078,1.1055,0.95,50.0,1884.679,0,OK,100
LCL-008,2012-01-02 18:00:00,London,Hammersmith,"51.492,-0.223",230.0,7.624,1.618,0.95,49.99,3276.357,0,OK,100
LCL-009,2012-01-02 18:00:00,London,Fulham,"51.478,-0.196",230.0,3.677,0.8319,0.95,49.99,2337.362,0,OK,100
LCL-010,2012-01-02 18:00:00,London,Brixton,"51.462,-0.116",230.0,5.997,1.3703,0.95,50.02,1800.863,0,OK,100
LCL-001,2012-01-02 18:30:00,London,Camden,"51.536,-0.142",230.0,5.803,1.2429,0.95,50.01,3783.268,0,OK,100
LCL-002,2012-01-02 18:30:00,London,Westminster,"51.497,-0.135",230.0,7.034,1.5546,0.95,50.01,4122.384,0,OK,100
LCL-003,2012-01-02 18:30:00,London,Greenwich,"51.482,0.007",230.0,3.742,0.8326,0.95,50.02,1170.141,0,OK,100
LCL-004,2012-01-02 18:30:00,London,Hackney,"51.545,-0.055",230.0,3.594,0.7622,0.95,50.0,2479.718,0,OK,100
LCL-005,2012-01-02 18:30:00,London,Islington,"51.538,-0.103",230.0,7.551,1.5694,0.95,49.99,1513.883,0,OK,100
LCL-006,2012-01-02 18:30:00,London,Chelsea,"51.487,-0.168",230.0,8.217,1.8154,0.95,49.98,2674.652,0,OK,100
LCL-007,2012-01-02 18:30:00,London,Kensington,"51.501,-0.193",230.0,6.597,1.3726,0.95,50.01,1885.365,0,OK,100
LCL-008,2012-01-02 18:30:00,London,Hammersmith,"51.492,-0.223",230.0,6.298,1.3784,0.95,50.0,3277.046,0,OK,100
LCL-009,2012-01-02 18:30:00,London,Fulham,"51.478,-0.196",230.0,4.987,1.0362,0.95,50.0,2337.88,0,OK,100
LCL-010,2012-01-02 18:30:00,London,Brixton,"51.462,-0.116",230.0,7.178,1.4971,0.95,50.0,1801.612,0,OK,100
LCL-001,2012-01-02 19:00:00,London,Camden,"51.536,-0.142",230.0,5.27,1.1266,0.95,50.0,3783.832,0,OK,100
LCL-002,2012-01-02 19:00:00,London,Westminster,"51.497,-0.135",230.0,7.21,1.5431,0.95,49.99,4123.156,0,OK,100
LCL-003,2012-01-02 19:00:00,London,Greenwich,"51.482,0.007",230.0,4.031,0.8806,0.95,49.99,1170.582,0,OK,100
LCL-004,2012-01-02 19:00:00,London,Hackney,"51.545,-0.055",230.0,4.565,0.9931,0.95,50.02,2480.215,0,OK,100
LCL-005,2012-01-02 19:00:00,London,Islington,"51.538,-0.103",230.0,4.329,0.9198,0.95,50.01,1514.343,0,OK,100
LCL-006,2012-01-02 19:00:00,London,Chelsea,"51.487,-0.168",230.0,7.979,1.7702,0.95,49.99,2675.537,0,OK,100
LCL-007,2012-01-02 19:00:00,London,Kensington,"51.501,-0.193",230.0,5.656,1.2219,0.95,50.0,1885.976,0,OK,100
LCL-008,2012-01-02 19:00:00,London,Hammersmith,"51.492,-0.223",230.0,5.772,1.2466,0.95,50.01,3277.669,0,OK,100
LCL-009,2012-01-02 19:00:00,London,Fulham,"51.478,-0.196",230.0,2.973,0.6353,0.95,49.99,2338.198,0,OK,100
LCL-010,2012-01-02 19:00:00,London,Brixton,"51.462,-0.116",230.0,3.932,0.9005,0.95,49.98,1802.062,0,OK,100
LCL-001,2012-01-02 19:30:00,London,Camden,"51.536,-0.142",230.0,7.345,1.6532,0.95,49.98,3784.658,0,OK,100
LCL-002,2012-01-02 19:30:00,London,Westminster,"51.497,-0.135",230.0,4.769,1.0179,0.95,50.01,4123.665,0,OK,100
LCL-003,2012-01-02 19:30:00,London,Greenwich,"51.482,0.007",230.0,6.788,1.4507,0.95,49.99,1171.307,0,OK,100
LCL-004,2012-01-02 19:30:00,London,Hackney,"51.545,-0.055",230.0,5.546,1.158,0.95,49.99,2480.794,0,OK,100
LCL-005,2012-01-02 19:30:00,London,Islington,"51.538,-0.103",230.0,5.969,1.293,0.95,49.99,1514.99,0,OK,100
LCL-006,2012-01-02 19:30:00,London,Chelsea,"51.487,-0.168",230.0,4.889,1.0578,0.95,50.01,2676.066,0,OK,100
LCL-007,2012-01-02 19:30:00,London,Kensington,"51.501,-0.193",230.0,3.771,0.8628,0.95,50.01,1886.407,0,OK,100
LCL-008,2012-01-02 19:30:00,London,Hammersmith,"51.492,-0.223",230.0,3.296,0.7392,0.95,49.99,3278.039,0,OK,100
LCL-009,2012-01-02 19:30:00,London,Fulham,"51.478,-0.196",230.0,6.95,1.5259,0.95,50.0,2338.961,0,OK,100
LCL-010,2012-01-02 19:30:00,London,Brixton,"51.462,-0.116",230.0,4.218,0.8923,0.95,49.98,1802.508,0,OK,100
LCL-001,2012-01-02 20:00:00,London,Camden,"51.536,-0.142",230.0,5.159,1.162,0.95,50.01,3785.239,0,OK,100
LCL-002,2012-01-02 20:00:00,London,Westminster,"51.497,-0.135",230.0,6.237,1.4054,0.95,50.01,4124.368,0,OK,100
LCL-003,2012-01-02 20:00:00,London,Greenwich,"51.482,0.007",230.0,3.657,0.7705,0.95,50.01,1171.692,0,OK,100
LCL-004,2012-01-02 20:00:00,London,Hackney,"51.545,-0.055",230.0,7.89,1.7135,0.95,49.99,2481.65,0,OK,100
LCL-005,2012-01-02 20:00:00,London,Islington,"51.538,-0.103",230.0,4.221,0.9265,0.95,50.01,1515.453,0,OK,100
LCL-006,2012-01-02 20:00:00,London,Chelsea,"51.487,-0.168",230.0,4.495,0.9434,0.95,49.99,2676.537,0,OK,100
LCL-007,2012-01-02 20:00:00,London,Kensington,"51.501,-0.193",230.0,6.709,1.466,0.95,49.99,1887.14,0,OK,100
LCL-008,2012-01-02 20:00:00,London,Hammersmith,"51.492,-0.223",230.0,5.434,1.1444,0.95,50.02,3278.611,0,OK,100
LCL-009,2012-01-02 20:00:00,London,Fulham,"51.478,-0.196",230.0,4.986,1.1202,0.95,50.01,2339.521,0,OK,100
LCL-010,2012-01-02 20:00:00,London,Brixton,"51.462,-0.116",230.0,7.348,1.593,0.95,49.99,1803.305,0,OK,100
LCL-001,2012-01-02 20:30:00,London,Camden,"51.536,-0.142",230.0,6.501,1.3951,0.95,50.0,3785.937,0,OK,100
LCL-002,2012-01-02 20:30:00,London,Westminster,"51.497,-0.135",230.0,6.687,1.4924,0.95,49.99,4125.114,0,OK,100
LCL-003,2012-01-02 20:30:00,London,Greenwich,"51.482,0.007",230.0,5.1,1.1245,0.95,49.99,1172.255,0,OK,100
LCL-004,2012-01-02 20:30:00,London,Hackney,"51.545,-0.055",230.0,3.612,0.7646,0.95,50.02,2482.033,0,OK,100
LCL-005,2012-01-02 20:30:00,London,Islington,"51.538,-0.103",230.0,7.036,1.4987,0.95,50.02,1516.202,0,OK,100
LCL-006,2012-01-02 20:30:00,London,Chelsea,"51.487,-0.168",230.0,5.05,1.0939,0.95,50.0,2677.084,0,OK,100
LCL-007,2012-01-02 20:30:00,London,Kensington,"51.501,-0.193",230.0,6.369,1.3911,0.95,50.01,1887.836,0,OK,100
LCL-008,2012-01-02 20:30:00,London,Hammersmith,"51.492,-0.223",230.0,7.072,1.5116,0.95,50.0,3279.367,0,OK,100
LCL-009,2012-01-02 20:30:00,London,Fulham,"51.478,-0.196",230.0,4.142,0.9381,0.95,50.02,2339.99,0,OK,100
LCL-010,2012-01-02 20:30:00,London,Brixton,"51.462,-0.116",230.0,3.449,0.718,0.95,50.0,1803.664,0,OK,100
LCL-001,2012-01-02 21:00:00,London,Camden,"51.536,-0.142",230.0,6.711,1.4459,0.95,50.0,3786.66,0,OK,100
LCL-002,2012-01-02 21:00:00,London,Westminster,"51.497,-0.135",230.0,4.902,1.0486,0.95,50.01,4125.638,0,OK,100
LCL-003,2012-01-02 21:00:00,London,Greenwich,"51.482,0.007",230.0,8.066,1.8324,0.95,49.99,1173.171,0,OK,100
LCL-004,2012-01-02 21:00:00,London,Hackney,"51.545,-0.055",230.0,4.102,0.9353,0.95,50.01,2482.5,0,OK,100
LCL-005,2012-01-02 21:00:00,London,Islington,"51.538,-0.103",230.0,6.999,1.5396,0.95,50.0,1516.972,0,OK,100
LCL-006,2012-01-02 21:00:00,London,Chelsea,"51.487,-0.168",230.0,5.631,1.1713,0.95,50.01,2677.67,0,OK,100
LCL-007,2012-01-02 21:00:00,London,Kensington,"51.501,-0.193",230.0,4.566,0.9883,0.95,50.0,1888.33,0,OK,100
LCL-008,2012-01-02 21:00:00,London,Hammersmith,"51.492,-0.223",230.0,3.783,0.8105,0.95,50.01,3279.772,0,OK,100
LCL-009,2012-01-02 21:00:00,London,Fulham,"51.478,-0.196",230.0,3.313,0.7329,0.95,49.99,2340.357,0,OK,100
LCL-010,2012-01-02 21:00:00,London,Brixton,"51.462,-0.116",230.0,6.272,1.3431,0.95,50.01,1804.335,0,OK,100
LCL-001,2012-01-02 21:30:00,London,Camden,"51.536,-0.142",230.0,5.964,1.2676,0.95,50.0,3787.294,0,OK,100
LCL-002,2012-01-02 21:30:00,London,Westminster,"51.497,-0.135",230.0,4.102,0.9408,0.95,50.0,4126.108,0,OK,100
LCL-003,2012-01-02 21:30:00,London,Greenwich,"51.482,0.007",230.0,5.758,1.3008,0.95,50.0,1173.821,0,OK,100
LCL-004,2012-01-02 21:30:00,London,Hackney,"51.545,-0.055",230.0,3.328,0.7198,0.95,49.99,2482.86,0,OK,100
LCL-005,2012-01-02 21:30:00,London,Islington,"51.538,-0.103",230.0,3.181,0.6889,0.95,50.02,1517.317,0,OK,100
LCL-006,2012-01-02 21:30:00,London,Chelsea,"51.487,-0.168",230.0,6.51,1.4418,0.95,49.99,2678.391,0,OK,100
LCL-007,2012-01-02 21:30:00,London,Kensington,"51.501,-0.193",230.0,2.928,0.664,0.95,50.01,1888.662,0,OK,100
LCL-008,2012-01-02 21:30:00,London,Hammersmith,"51.492,-0.223",230.0,5.027,1.1347,0.95,49.99,3280.339,0,OK,100
LCL-009,2012-01-02 21:30:00,London,Fulham,"51.478,-0.196",230.0,3.779,0.8261,0.95,50.02,2340.77,0,OK,100
LCL-010,2012-01-02 21:30:00,London,Brixton,"51.462,-0.116",230.0,4.754,1.0733,0.95,49.99,1804.872,0,OK,100
LCL-001,2012-01-02 22:00:00,London,Camden,"51.536,-0.142",230.0,7.362,1.6057,0.95,49.99,3788.096,0,OK,100
LCL-002,2012-01-02 22:00:00,London,Westminster,"51.497,-0.135",230.0,6.294,1.378,0.95,50.01,4126.797,0,OK,100
LCL-003,2012-01-02 22:00:00,London,Greenwich,"51.482,0.007",230.0,7.423,1.5905,0.95,49.99,1174.616,0,OK,100
LCL-004,2012-01-02 22:00:00,London,Hackney,"51.545,-0.055",230.0,4.101,0.9248,0.95,49.98,2483.323,0,OK,100
LCL-005,2012-01-02 22:00:00,London,Islington,"51.538,-0.103",230.0,5.789,1.227,0.95,50.01,1517.93,0,OK,100
LCL-006,2012-01-02 22:00:00,London,Chelsea,"51.487,-0.168",230.0,8.159,1.8304,0.95,49.99,2679.306,0,OK,100
LCL-007,2012-01-02 22:00:00,London,Kensington,"51.501,-0.193",230.0,6.432,1.4145,0.95,49.99,1889.369,0,OK,100
LCL-008,2012-01-02 22:00:00,London,Hammersmith,"51.492,-0.223",230.0,3.385,0.7419,0.95,49.98,3280.71,0,OK,100
LCL-009,2012-01-02 22:00:00,London,Fulham,"51.478,-0.196",230.0,3.75,0.8128,0.95,50.0,2341.176,0,OK,100
LCL-010,2012-01-02 22:00:00,London,Brixton,"51.462,-0.116",230.0,4.101,0.9179,0.95,50.0,1805.331,0,OK,100
LCL-001,2012-01-02 22:30:00,London,Camden,"51.536,-0.142",230.0,3.665,0.8074,0.95,50.0,3788.5,0,OK,100
LCL-002,2012-01-02 22:30:00,London,Westminster,"51.497,-0.135",230.0,6.015,1.2637,0.95,50.01,4127.429,0,OK,100
LCL-003,2012-01-02 22:30:00,London,Greenwich,"51.482,0.007",230.0,3.408,0.7117,0.95,50.02,1174.972,0,OK,100
LCL-004,2012-01-02 22:30:00,London,Hackney,"51.545,-0.055",230.0,6.403,1.4073,0.95,50.0,2484.026,0,OK,100
LCL-005,2012-01-02 22:30:00,London,Islington,"51.538,-0.103",230.0,6.196,1.2978,0.95,49.98,1518.579,0,OK,100
LCL-006,2012-01-02 22:30:00,London,Chelsea,"51.487,-0.168",230.0,7.111,1.5641,0.95,49.99,2680.088,0,OK,100
LCL-007,2012-01-02 22:30:00,London,Kensington,"51.501,-0.193",230.0,5.111,1.1487,0.95,50.01,1889.944,0,OK,100
LCL-008,2012-01-02 22:30:00,London,Hammersmith,"51.492,-0.223",230.0,5.515,1.2158,0.95,50.0,3281.318,0,OK,100
LCL-009,2012-01-02 22:30:00,London,Fulham,"51.478,-0.196",230.0,3.94,0.8694,0.95,49.99,2341.611,0,OK,100
LCL-010,2012-01-02 22:30:00,London,Brixton,"51.462,-0.116",230.0,3.463,0.7626,0.95,50.01,1805.712,0,OK,100
LCL-001,2012-01-02 23:00:00,London,Camden,"51.536,-0.142",230.0,1.659,0.3703,0.95,49.99,3788.685,0,OK,100
LCL-002,2012-01-02 23:00:00,London,Westminster,"51.497,-0.135",230.0,1.981,0.4214,0.95,50.0,4127.64,0,OK,100
LCL-003,2012-01-02 23:00:00,London,Greenwich,"51.482,0.007",230.0,1.774,0.3803,0.95,50.01,1175.162,0,OK,100
LCL-004,2012-01-02 23:00:00,London,Hackney,"51.545,-0.055",230.0,1.763,0.3695,0.95,49.98,2484.211,0,OK,100
LCL-005,2012-01-02 23:00:00,London,Islington,"51.538,-0.103",230.0,2.756,0.5886,0.95,50.01,1518.873,0,OK,100
LCL-006,2012-01-02 23:00:00,London,Chelsea,"51.487,-0.168",230.0,0.878,0.1862,0.95,49.99,2680.181,0,OK,100
LCL-007,2012-01-02 23:00:00,London,Kensington,"51.501,-0.193",230.0,2.256,0.477,0.95,49.99,1890.182,0,OK,100
LCL-008,2012-01-02 23:00:00,London,Hammersmith,"51.492,-0.223",230.0,2.232,0.4714,0.95,50.01,3281.554,0,OK,100
LCL-009,2012-01-02 23:00:00,London,Fulham,"51.478,-0.196",230.0,1.452,0.3072,0.95,50.0,2341.764,0,OK,100
LCL-010,2012-01-02 23:00:00,London,Brixton,"51.462,-0.116",230.0,1.455,0.3304,0.95,50.0,1805.877,0,OK,100
LCL-001,2012-01-02 23:30:00,London,Camden,"51.536,-0.142",230.0,1.004,0.2234,0.95,50.01,3788.797,0,OK,100
LCL-002,2012-01-02 23:30:00,London,Westminster,"51.497,-0.135",230.0,2.46,0.5603,0.95,50.01,4127.92,0,OK,100
LCL-003,2012-01-02 23:30:00,London,Greenwich,"51.482,0.007",230.0,1.95,0.4319,0.95,50.01,1175.378,0,OK,100
LCL-004,2012-01-02 23:30:00,London,Hackney,"51.545,-0.055",230.0,2.367,0.5027,0.95,50.02,2484.462,0,OK,100
LCL-005,2012-01-02 23:30:00,London,Islington,"51.538,-0.103",230.0,2.205,0.4958,0.95,50.0,1519.121,0,OK,100
LCL-006,2012-01-02 23:30:00,London,Chelsea,"51.487,-0.168",230.0,2.563,0.5611,0.95,50.02,2680.462,0,OK,100
LCL-007,2012-01-02 23:30:00,London,Kensington,"51.501,-0.193",230.0,1.897,0.4283,0.95,49.98,1890.396,0,OK,100
LCL-008,2012-01-02 23:30:00,London,Hammersmith,"51.492,-0.223",230.0,1.693,0.3557,0.95,50.01,3281.732,0,OK,100
LCL-009,2012-01-02 23:30:00,London,Fulham,"51.478,-0.196",230.0,1.891,0.404,0.95,50.01,2341.966,0,OK,100
LCL-010,2012-01-02 23:30:00,London,Brixton,"51.462,-0.116",230.0,1.516,0.3207,0.95,50.02,1806.038,0,OK,100
LCL-001,2012-01-03 00:00:00,London,Camden,"51.536,-0.142",230.0,0.815,0.1834,0.95,50.01,3788.889,0,OK,100
LCL-002,2012-01-03 00:00:00,London,Westminster,"51.497,-0.135",230.0,1.045,0.2376,0.95,49.99,4128.039,0,OK,100
LCL-003,2012-01-03 00:00:00,London,Greenwich,"51.482,0.007",230.0,0.308,0.0656,0.95,50.01,1175.411,0,OK,100
LCL-004,2012-01-03 00:00:00,London,Hackney,"51.545,-0.055",230.0,0.428,0.0893,0.95,50.0,2484.507,0,OK,100
LCL-005,2012-01-03 00:00:00,London,Islington,"51.538,-0.103",230.0,0.972,0.2105,0.95,49.99,1519.226,0,OK,100
LCL-006,2012-01-03 00:00:00,London,Chelsea,"51.487,-0.168",230.0,0.251,0.0557,0.95,50.0,2680.49,0,OK,100
LCL-007,2012-01-03 00:00:00,London,Kensington,"51.501,-0.193",230.0,0.622,0.1392,0.95,50.01,1890.466,0,OK,100
LCL-008,2012-01-03 00:00:00,London,Hammersmith,"51.492,-0.223",230.0,0.567,0.1286,0.95,50.02,3281.796,0,OK,100
LCL-009,2012-01-03 00:00:00,London,Fulham,"51.478,-0.196",230.0,0.151,0.0343,0.95,50.01,2341.983,0,OK,100
LCL-010,2012-01-03 00:00:00,London,Brixton,"51.462,-0.116",230.0,0.97,0.2199,0.95,50.0,1806.148,0,OK,100
LCL-001,2012-01-03 00:30:00,London,Camden,"51.536,-0.142",230.0,1.075,0.2279,0.95,50.0,3789.003,0,OK,100
LCL-002,2012-01-03 00:30:00,London,Westminster,"51.497,-0.135",230.0,0.368,0.0816,0.95,49.98,4128.08,0,OK,100
LCL-003,2012-01-03 00:30:00,London,Greenwich,"51.482,0.007",230.0,1.212,0.2759,0.95,50.0,1175.549,0,OK,100
LCL-004,2012-01-03 00:30:00,London,Hackney,"51.545,-0.055",230.0,0.243,0.0517,0.95,50.01,2484.533,0,OK,100
LCL-005,2012-01-03 00:30:00,London,Islington,"51.538,-0.103",230.0,0.115,0.0251,0.95,50.01,1519.239,0,OK,100
LCL-006,2012-01-03 00:30:00,London,Chelsea,"51.487,-0.168",230.0,0.538,0.1206,0.95,50.01,2680.55,0,OK,100
LCL-007,2012-01-03 00:30:00,London,Kensington,"51.501,-0.193",230.0,0.1,0.0223,0.95,49.99,1890.477,0,OK,100
LCL-008,2012-01-03 00:30:00,London,Hammersmith,"51.492,-0.223",230.0,0.952,0.214,0.95,50.01,3281.903,0,OK,100
LCL-009,2012-01-03 00:30:00,London,Fulham,"51.478,-0.196",230.0,0.798,0.1671,0.95,50.0,2342.067,0,OK,100
LCL-010,2012-01-03 00:30:00,London,Brixton,"51.462,-0.116",230.0,0.597,0.1254,0.95,49.98,1806.21,0,OK,100
LCL-001,2012-01-03 01:00:00,London,Camden,"51.536,-0.142",230.0,0.1,0.0221,0.95,49.99,3789.014,0,OK,100
LCL-002,2012-01-03 01:00:00,London,Westminster,"51.497,-0.135",230.0,0.613,0.1299,0.95,50.0,4128.145,0,OK,100
LCL-003,2012-01-03 01:00:00,London,Greenwich,"51.482,0.007",230.0,0.704,0.149,0.95,49.99,1175.624,0,OK,100
LCL-004,2012-01-03 01:00:00,London,Hackney,"51.545,-0.055",230.0,0.993,0.2107,0.95,50.02,2484.638,0,OK,100
LCL-005,2012-01-03 01:00:00,London,Islington,"51.538,-0.103",230.0,0.467,0.1055,0.95,49.99,1519.292,0,OK,100
LCL-006,2012-01-03 01:00:00,London,Chelsea,"51.487,-0.168",230.0,0.898,0.1873,0.95,49.98,2680.644,0,OK,100
LCL-007,2012-01-03 01:00:00,London,Kensington,"51.501,-0.193",230.0,0.338,0.0702,0.95,49.98,1890.512,0,OK,100
LCL-008,2012-01-03 01:00:00,London,Hammersmith,"51.492,-0.223",230.0,0.582,0.1255,0.95,50.01,3281.966,0,OK,100
LCL-009,2012-01-03 01:00:00,London,Fulham,"51.478,-0.196",230.0,0.77,0.1599,0.95,49.99,2342.147,0,OK,100
LCL-010,2012-01-03 01:00:00,London,Brixton,"51.462,-0.116",230.0,1.016,0.2297,0.95,50.02,1806.325,0,OK,100
LCL-001,2012-01-03 01:30:00,London,Camden,"51.536,-0.142",230.0,0.15,0.0337,0.95,50.0,3789.031,0,OK,100
LCL-002,2012-01-03 01:30:00,London,Westminster,"51.497,-0.135",230.0,0.149,0.0314,0.95,50.02,4128.16,0,OK,100
LCL-003,2012-01-03 01:30:00,London,Greenwich,"51.482,0.007",230.0,0.808,0.1713,0.95,50.02,1175.709,0,OK,100
LCL-004,2012-01-03 01:30:00,London,Hackney,"51.545,-0.055",230.0,0.232,0.0486,0.95,49.99,2484.663,0,OK,100
LCL-005,2012-01-03 01:30:00,London,Islington,"51.538,-0.103",230.0,1.216,0.2749,0.95,50.0,1519.429,0,OK,100
LCL-006,2012-01-03 01:30:00,London,Chelsea,"51.487,-0.168",230.0,0.284,0.0608,0.95,50.02,2680.674,0,OK,100
LCL-007,2012-01-03 01:30:00,London,Kensington,"51.501,-0.193",230.0,0.1,0.0228,0.95,50.01,1890.524,0,OK,100
LCL-008,2012-01-03 01:30:00,London,Hammersmith,"51.492,-0.223",230.0,0.254,0.053,0.95,50.02,3281.992,0,OK,100
LCL-009,2012-01-03 01:30:00,London,Fulham,"51.478,-0.196",230.0,0.541,0.1153,0.95,50.0,2342.205,0,OK,100
LCL-010,2012-01-03 01:30:00,London,Brixton,"51.462,-0.116",230.0,0.723,0.1507,0.95,50.0,1806.401,0,OK,100
